t_stop1_ps,t_stop1_ns,ovf_stop1,refno_unwrapped_stop1,t_stop4_ps,t_stop4_ns,ovf_stop4,refno_unwrapped_stop4,STOP1,REFNO1,STOP4,REFNO4,active_stop1,active_stop4
66871322227.0,66871322.227,163.0,669318.0,11239462732.0,11239462.732,28.0,114966.0,82330.0,1670.0,96370.0,278.0,True,True
66989570140.0,66989570.14,163.0,670501.0,11271192373.0,11271192.373,28.0,115284.0,30243.0,2853.0,26011.0,596.0,True,True
67293938847.0,67293938.847,164.0,673544.0,11504429785.0,11504429.785,28.0,117616.0,98950.0,1800.0,63423.0,2928.0,True,True
67571397857.0,67571397.857,165.0,676319.0,11732237855.0,11732237.855,29.0,119894.0,57960.0,479.0,71493.0,1110.0,True,True
67734892883.0,67734892.883,165.0,677954.0,12038737312.0,12038737.312,30.0,122959.0,52986.0,2114.0,70950.0,79.0,True,True
68036554182.0,68036554.182,166.0,680971.0,12297121691.0,12297121.691,30.0,125543.0,14285.0,1035.0,55329.0,2663.0,True,True
68138233447.0,68138233.447,166.0,681987.0,12309350139.0,12309350.139,30.0,125665.0,93550.0,2051.0,83777.0,2785.0,True,True
68182410914.0,68182410.914,166.0,682429.0,12568466267.0,12568466.267,31.0,128256.0,71017.0,2493.0,99905.0,1280.0,True,True
68282720540.0,68282720.54,166.0,683432.0,12746643382.0,12746643.382,31.0,130038.0,80643.0,3496.0,77020.0,3062.0,True,True
68414855919.0,68414855.919,167.0,684754.0,12994177919.0,12994177.919,32.0,132514.0,16022.0,722.0,11557.0,1442.0,True,True
68614970168.0,68614970.168,167.0,686755.0,13110267783.0,13110267.783,32.0,133675.0,30271.0,2723.0,1421.0,2603.0,True,True
68954341409.0,68954341.409,168.0,690149.0,13434376212.0,13434376.212,33.0,136916.0,1512.0,2021.0,9850.0,1748.0,True,True
69087326806.0,69087326.806,168.0,691478.0,13826474112.0,13826474.112,34.0,140837.0,86909.0,3350.0,7750.0,1573.0,True,True
69157564495.0,69157564.495,168.0,692181.0,14013883733.0,14013883.733,34.0,142711.0,24598.0,4053.0,17371.0,3447.0,True,True
69280493757.0,69280493.757,169.0,693410.0,14303010886.0,14303010.886,35.0,145602.0,53860.0,1186.0,44524.0,2242.0,True,True
69392354957.0,69392354.957,169.0,694529.0,14499598477.0,14499598.477,36.0,147568.0,15060.0,2305.0,32115.0,112.0,True,True
69463728145.0,69463728.145,169.0,695242.0,14569616549.0,14569616.549,36.0,148268.0,88248.0,3018.0,50187.0,812.0,True,True
69598175954.0,69598175.954,170.0,696587.0,14644274557.0,14644274.557,36.0,149015.0,36057.0,267.0,8195.0,1559.0,True,True
69807871574.0,69807871.574,170.0,698684.0,14989614599.0,14989614.599,37.0,152468.0,31677.0,2364.0,48237.0,916.0,True,True
70007266855.0,70007266.855,171.0,700678.0,15298066082.0,15298066.082,37.0,155552.0,26958.0,262.0,99720.0,4000.0,True,True
70263799741.0,70263799.741,171.0,703243.0,15302139334.0,15302139.334,37.0,155593.0,59844.0,2827.0,72972.0,4041.0,True,True
70486267550.0,70486267.55,172.0,705468.0,15495803810.0,15495803.81,38.0,157530.0,27653.0,956.0,37448.0,1882.0,True,True
70829186483.0,70829186.483,173.0,708897.0,15604914740.0,15604914.74,38.0,158621.0,46586.0,289.0,48378.0,2973.0,True,True
70910718473.0,70910718.473,173.0,709712.0,15975849682.0,15975849.682,39.0,162330.0,78576.0,1104.0,83320.0,2586.0,True,True
71318613180.0,71318613.18,174.0,713791.0,16022624632.0,16022624.632,39.0,162798.0,73283.0,1087.0,58270.0,3054.0,True,True
71575310634.0,71575310.634,174.0,716358.0,16196032489.0,16196032.489,40.0,164532.0,70737.0,3654.0,66127.0,692.0,True,True
71952579325.0,71952579.325,175.0,720131.0,16552796329.0,16552796.329,41.0,168100.0,39428.0,3331.0,29967.0,164.0,True,True
71970700325.0,71970700.325,175.0,720312.0,16584193325.0,16584193.325,41.0,168414.0,60428.0,3512.0,26963.0,478.0,True,True
72089403775.0,72089403.775,176.0,721499.0,16820610934.0,16820610.934,41.0,170778.0,63878.0,603.0,44572.0,2842.0,True,True
72097244505.0,72097244.505,176.0,721578.0,17207713756.0,17207713.756,42.0,174649.0,4608.0,682.0,47394.0,2617.0,True,True
72210646922.0,72210646.922,176.0,722712.0,17313430733.0,17313430.733,42.0,175706.0,7025.0,1816.0,64371.0,3674.0,True,True
72554169463.0,72554169.463,177.0,726147.0,17390896547.0,17390896.547,43.0,176481.0,29566.0,1155.0,30185.0,353.0,True,True
72902548899.0,72902548.899,178.0,729631.0,17626811473.0,17626811.473,43.0,178840.0,9002.0,543.0,45111.0,2712.0,True,True
73233113456.0,73233113.456,178.0,732936.0,17795146378.0,17795146.378,44.0,180523.0,73559.0,3848.0,80016.0,299.0,True,True
73493412732.0,73493412.732,179.0,735539.0,17984401072.0,17984401.072,44.0,182416.0,72835.0,2355.0,34710.0,2192.0,True,True
73617832673.0,73617832.673,179.0,736783.0,18016622536.0,18016622.536,44.0,182738.0,92776.0,3599.0,56174.0,2514.0,True,True
73653052434.0,73653052.434,179.0,737136.0,18044411912.0,18044411.912,44.0,183016.0,12537.0,3952.0,45550.0,2792.0,True,True
73893532085.0,73893532.085,180.0,739540.0,18353415436.0,18353415.436,45.0,186106.0,92188.0,2260.0,49074.0,1786.0,True,True
73953439793.0,73953439.793,180.0,740139.0,18496908472.0,18496908.472,45.0,187541.0,99896.0,2859.0,42110.0,3221.0,True,True
74360338233.0,74360338.233,181.0,744208.0,18862543943.0,18862543.943,46.0,191197.0,98336.0,2832.0,77581.0,2781.0,True,True
74430189003.0,74430189.003,181.0,744907.0,18982987318.0,18982987.318,46.0,192402.0,49106.0,3531.0,20956.0,3986.0,True,True
74766806421.0,74766806.421,182.0,748273.0,19103811924.0,19103811.924,47.0,193610.0,66524.0,2801.0,45562.0,1098.0,True,True
74850844879.0,74850844.879,182.0,749114.0,19108978992.0,19108978.992,47.0,193662.0,4982.0,3642.0,12630.0,1150.0,True,True
75088023301.0,75088023.301,183.0,751485.0,19501127838.0,19501127.838,48.0,197583.0,83404.0,1917.0,61476.0,975.0,True,True
75242308165.0,75242308.165,183.0,753028.0,19576258110.0,19576258.11,48.0,198334.0,68268.0,3460.0,91748.0,1726.0,True,True
75383575792.0,75383575.792,184.0,754441.0,19903948293.0,19903948.293,49.0,201611.0,35895.0,777.0,81931.0,907.0,True,True
75503452210.0,75503452.21,184.0,755640.0,19954850713.0,19954850.713,49.0,202120.0,12313.0,1976.0,84351.0,1416.0,True,True
75846340042.0,75846340.042,185.0,759069.0,20267717647.0,20267717.647,50.0,205249.0,145.0,1309.0,51285.0,449.0,True,True
76250449316.0,76250449.316,186.0,763110.0,20472601920.0,20472601.92,50.0,207298.0,9419.0,1254.0,35558.0,2498.0,True,True
76515067442.0,76515067.442,186.0,765756.0,20797735615.0,20797735.615,51.0,210549.0,27545.0,3900.0,69253.0,1653.0,True,True
76821898485.0,76821898.485,187.0,768824.0,21085547173.0,21085547.173,52.0,213427.0,58588.0,2872.0,80811.0,435.0,True,True
77073269771.0,77073269.771,188.0,771338.0,21314139563.0,21314139.563,52.0,215713.0,29874.0,1290.0,73201.0,2721.0,True,True
77407041453.0,77407041.453,189.0,774676.0,21709654691.0,21709654.691,53.0,219668.0,1556.0,532.0,88329.0,2580.0,True,True
77544145216.0,77544145.216,189.0,776047.0,22033907071.0,22033907.071,54.0,222911.0,5319.0,1903.0,40709.0,1727.0,True,True
77859673638.0,77859673.638,190.0,779202.0,22359331442.0,22359331.442,55.0,226165.0,33741.0,962.0,65080.0,885.0,True,True
77950253150.0,77950253.15,190.0,780108.0,22531668515.0,22531668.515,55.0,227889.0,13253.0,1868.0,2153.0,2609.0,True,True
78333332044.0,78333332.044,191.0,783938.0,22550807935.0,22550807.935,55.0,228080.0,92147.0,1602.0,41573.0,2800.0,True,True
78676751354.0,78676751.354,192.0,787373.0,22762219846.0,22762219.846,56.0,230194.0,11457.0,941.0,53484.0,818.0,True,True
78954102577.0,78954102.577,192.0,790146.0,22868752056.0,22868752.056,56.0,231259.0,62680.0,3714.0,85694.0,1883.0,True,True
79292672333.0,79292672.333,193.0,793532.0,23248816133.0,23248816.133,57.0,235060.0,32436.0,3004.0,49771.0,1588.0,True,True
79377144013.0,79377144.013,193.0,794377.0,23531100936.0,23531100.936,58.0,237883.0,4116.0,3849.0,34574.0,315.0,True,True
79381898994.0,79381898.994,193.0,794424.0,23870115657.0,23870115.657,58.0,241273.0,59097.0,3896.0,49295.0,3705.0,True,True
79502163318.0,79502163.318,194.0,795627.0,23982743360.0,23982743.36,59.0,242399.0,23421.0,1003.0,76998.0,735.0,True,True
79807199748.0,79807199.748,194.0,798677.0,24376191397.0,24376191.397,60.0,246334.0,59851.0,4053.0,25035.0,574.0,True,True
80055118519.0,80055118.519,195.0,801156.0,24388986781.0,24388986.781,60.0,246462.0,78622.0,2436.0,20419.0,702.0,True,True
80451601086.0,80451601.086,196.0,805121.0,24685230478.0,24685230.478,60.0,249424.0,61189.0,2305.0,64116.0,3664.0,True,True
80611619405.0,80611619.405,196.0,806721.0,24785674281.0,24785674.281,61.0,250429.0,79508.0,3905.0,7919.0,573.0,True,True
80628369723.0,80628369.723,196.0,806889.0,25194195574.0,25194195.574,62.0,254514.0,29826.0,4073.0,29212.0,562.0,True,True
81036011478.0,81036011.478,197.0,810965.0,25308165236.0,25308165.236,62.0,255653.0,71581.0,4053.0,98874.0,1701.0,True,True
81042144014.0,81042144.014,198.0,811027.0,25316643811.0,25316643.811,62.0,255738.0,4117.0,19.0,77449.0,1786.0,True,True
81430918822.0,81430918.822,198.0,814914.0,25595939980.0,25595939.98,63.0,258531.0,78925.0,3906.0,73618.0,483.0,True,True
81830781322.0,81830781.322,199.0,818913.0,25974660526.0,25974660.526,64.0,262318.0,41425.0,3809.0,94164.0,174.0,True,True
81892290114.0,81892290.114,200.0,819528.0,26327854788.0,26327854.788,64.0,265850.0,50217.0,328.0,88426.0,3706.0,True,True
81971540770.0,81971540.77,200.0,820321.0,26343569083.0,26343569.083,64.0,266008.0,873.0,1121.0,2721.0,3864.0,True,True
82238099474.0,82238099.474,200.0,822986.0,26404177906.0,26404177.906,65.0,266614.0,59577.0,3786.0,11544.0,374.0,True,True
82324799138.0,82324799.138,201.0,823853.0,26756624280.0,26756624.28,65.0,270138.0,59241.0,557.0,57918.0,3898.0,True,True
82430290689.0,82430290.689,201.0,824908.0,26993856314.0,26993856.314,66.0,272510.0,50792.0,1612.0,89952.0,2174.0,True,True
82499296781.0,82499296.781,201.0,825598.0,27141566087.0,27141566.087,66.0,273987.0,56884.0,2302.0,99725.0,3651.0,True,True
82628382857.0,82628382.857,201.0,826889.0,27147418191.0,27147418.191,66.0,274046.0,42960.0,3593.0,51829.0,3710.0,True,True
82985980797.0,82985980.797,202.0,830465.0,27222187320.0,27222187.32,67.0,274794.0,40900.0,3073.0,20958.0,362.0,True,True
83093182585.0,83093182.585,203.0,831537.0,27514943094.0,27514943.094,67.0,277721.0,42688.0,49.0,76732.0,3289.0,True,True
83317553866.0,83317553.866,203.0,833781.0,27798237990.0,27798237.99,68.0,280554.0,13969.0,2293.0,71628.0,2026.0,True,True
83359699836.0,83359699.836,203.0,834202.0,28136704298.0,28136704.298,69.0,283939.0,59939.0,2714.0,37936.0,1315.0,True,True
83645074122.0,83645074.122,204.0,837056.0,28430578852.0,28430578.852,70.0,286878.0,34225.0,1472.0,12490.0,158.0,True,True
83909940551.0,83909940.551,205.0,839705.0,28623075494.0,28623075.494,70.0,288803.0,654.0,25.0,9132.0,2083.0,True,True
83990810491.0,83990810.491,205.0,840513.0,28883176831.0,28883176.831,71.0,291404.0,70594.0,833.0,10469.0,588.0,True,True
84126562936.0,84126562.936,205.0,841871.0,29130965274.0,29130965.274,71.0,293881.0,23039.0,2191.0,98912.0,3065.0,True,True
84141418251.0,84141418.251,205.0,842019.0,29141623158.0,29141623.158,71.0,293988.0,78354.0,2339.0,56796.0,3172.0,True,True
84173466854.0,84173466.854,205.0,842340.0,29454571163.0,29454571.163,72.0,297118.0,26957.0,2660.0,4801.0,2206.0,True,True
84289841541.0,84289841.541,205.0,843504.0,29478835567.0,29478835.567,72.0,297360.0,1644.0,3824.0,69205.0,2448.0,True,True
84631329041.0,84631329.041,206.0,846918.0,29564452772.0,29564452.772,72.0,298216.0,89144.0,3142.0,86410.0,3304.0,True,True
84742280473.0,84742280.473,207.0,848028.0,29778422534.0,29778422.534,73.0,300356.0,40576.0,156.0,56172.0,1348.0,True,True
84765112156.0,84765112.156,207.0,848256.0,29908619417.0,29908619.417,73.0,301658.0,72259.0,384.0,53055.0,2650.0,True,True
85024404575.0,85024404.575,207.0,850849.0,30169667910.0,30169667.91,74.0,304269.0,64678.0,2977.0,1548.0,1165.0,True,True
85088952743.0,85088952.743,207.0,851495.0,30298356175.0,30298356.175,74.0,305555.0,12846.0,3623.0,89813.0,2451.0,True,True
85478490154.0,85478490.154,208.0,855390.0,30419243538.0,30419243.538,74.0,306764.0,50257.0,3422.0,77176.0,3660.0,True,True
85482842708.0,85482842.708,208.0,855434.0,30696190342.0,30696190.342,75.0,309534.0,2811.0,3466.0,23980.0,2334.0,True,True
85565655176.0,85565655.176,209.0,856262.0,30969280127.0,30969280.127,76.0,312265.0,15279.0,198.0,13765.0,969.0,True,True
85951349676.0,85951349.676,209.0,860119.0,31349980961.0,31349980.961,77.0,316072.0,9779.0,4055.0,14599.0,680.0,True,True
86350130040.0,86350130.04,210.0,864106.0,31367575666.0,31367575.666,77.0,316248.0,90143.0,3946.0,9304.0,856.0,True,True
86749729085.0,86749729.085,211.0,868102.0,31655875498.0,31655875.498,77.0,319131.0,89188.0,3846.0,9136.0,3739.0,True,True
86766114096.0,86766114.096,211.0,868266.0,31952692207.0,31952692.207,78.0,322099.0,74199.0,4010.0,25845.0,2611.0,True,True
86961434061.0,86961434.061,212.0,870219.0,32067205148.0,32067205.148,78.0,323244.0,94164.0,1867.0,38786.0,3756.0,True,True
87222954847.0,87222954.847,213.0,872835.0,32195265271.0,32195265.271,79.0,324524.0,14950.0,387.0,98909.0,940.0,True,True
87476198489.0,87476198.489,213.0,875367.0,32564656572.0,32564656.572,80.0,328218.0,58592.0,2919.0,90210.0,538.0,True,True
87703892970.0,87703892.97,214.0,877644.0,32837865310.0,32837865.31,80.0,330950.0,53073.0,1100.0,98948.0,3270.0,True,True
88053179756.0,88053179.756,215.0,881137.0,32918999320.0,32918999.32,80.0,331762.0,39859.0,497.0,32958.0,4082.0,True,True
88260031116.0,88260031.116,215.0,883205.0,33004681109.0,33004681.109,81.0,332619.0,91219.0,2565.0,14747.0,843.0,True,True
88319091279.0,88319091.279,215.0,883796.0,33363155229.0,33363155.229,82.0,336203.0,51382.0,3156.0,88867.0,331.0,True,True
88499794723.0,88499794.723,216.0,885603.0,33658390726.0,33658390.726,82.0,339156.0,54826.0,867.0,24364.0,3284.0,True,True
88533635082.0,88533635.082,216.0,885941.0,33918979212.0,33918979.212,83.0,341762.0,95185.0,1205.0,12850.0,1794.0,True,True
88592102159.0,88592102.159,216.0,886526.0,34283249964.0,34283249.964,84.0,345404.0,62262.0,1790.0,83602.0,1340.0,True,True
88644381054.0,88644381.054,216.0,887049.0,34368667872.0,34368667.872,84.0,346259.0,41157.0,2313.0,1510.0,2195.0,True,True
89038529269.0,89038529.269,217.0,890990.0,34532960126.0,34532960.126,84.0,347901.0,89372.0,2158.0,93764.0,3837.0,True,True
89416627348.0,89416627.348,218.0,894771.0,34928264379.0,34928264.379,85.0,351854.0,87451.0,1843.0,98017.0,3694.0,True,True
89444006393.0,89444006.393,218.0,895045.0,35309784027.0,35309784.027,86.0,355670.0,66496.0,2117.0,17665.0,3414.0,True,True
89690168022.0,89690168.022,219.0,897507.0,35692640637.0,35692640.637,87.0,359498.0,28125.0,483.0,74275.0,3146.0,True,True
89799618828.0,89799618.828,219.0,898601.0,35936996682.0,35936996.682,88.0,361942.0,78931.0,1577.0,30320.0,1494.0,True,True
90044019865.0,90044019.865,219.0,901045.0,35971184948.0,35971184.948,88.0,362284.0,79968.0,4021.0,18586.0,1836.0,True,True
90170029575.0,90170029.575,220.0,902305.0,36301875398.0,36301875.398,89.0,365591.0,89678.0,1185.0,9036.0,1047.0,True,True
90202497991.0,90202497.991,220.0,902630.0,36563264739.0,36563264.739,89.0,368204.0,58094.0,1510.0,98377.0,3660.0,True,True
90346749743.0,90346749.743,220.0,904073.0,36762633331.0,36762633.331,90.0,370198.0,9846.0,2953.0,66969.0,1558.0,True,True
90408277749.0,90408277.749,220.0,904688.0,37085536866.0,37085536.866,91.0,373427.0,37852.0,3568.0,70504.0,691.0,True,True
90808188152.0,90808188.152,221.0,908687.0,37450948694.0,37450948.694,92.0,377081.0,48255.0,3471.0,82332.0,249.0,True,True
91143326175.0,91143326.175,222.0,912038.0,37636468834.0,37636468.834,92.0,378937.0,86278.0,2726.0,2472.0,2105.0,True,True
91235718884.0,91235718.884,222.0,912962.0,38038059895.0,38038059.895,93.0,382952.0,78987.0,3650.0,93533.0,2024.0,True,True
91433908884.0,91433908.884,223.0,914944.0,38149322977.0,38149322.977,93.0,384065.0,68987.0,1536.0,56615.0,3137.0,True,True
91487657624.0,91487657.624,223.0,915482.0,38320489869.0,38320489.869,94.0,385777.0,17727.0,2074.0,23507.0,753.0,True,True
91594971690.0,91594971.69,223.0,916555.0,38424070473.0,38424070.473,94.0,386813.0,31793.0,3147.0,4111.0,1789.0,True,True
91933104018.0,91933104.018,224.0,919936.0,38791902010.0,38791902.01,95.0,390491.0,64121.0,2432.0,35648.0,1371.0,True,True
92263256334.0,92263256.334,225.0,923238.0,38793892604.0,38793892.604,95.0,390511.0,16437.0,1638.0,26242.0,1391.0,True,True
92455322764.0,92455322.764,225.0,925158.0,38988418409.0,38988418.409,95.0,392456.0,82867.0,3558.0,52047.0,3336.0,True,True
13973168.0,13973.168,0.0,745.0,39392773042.0,39392773.042,96.0,396500.0,33271.0,745.0,6680.0,3284.0,True,True
396992054.0,396992.054,1.0,4575.0,39501764603.0,39501764.603,97.0,397589.0,52157.0,479.0,98241.0,277.0,True,True
589214613.0,589214.613,1.0,6497.0,39559802951.0,39559802.951,97.0,398170.0,74716.0,2401.0,36589.0,858.0,True,True
836356883.0,836356.883,2.0,8969.0,39934057477.0,39934057.477,98.0,401912.0,16986.0,777.0,91115.0,504.0,True,True
836496473.0,836496.473,2.0,8970.0,40229349591.0,40229349.591,98.0,404865.0,56576.0,778.0,83229.0,3457.0,True,True
959949023.0,959949.023,2.0,10205.0,40632683021.0,40632683.021,99.0,408899.0,9126.0,2013.0,16659.0,3395.0,True,True
1165082227.0,1165082.227,2.0,12256.0,40978445783.0,40978445.783,100.0,412356.0,42330.0,4064.0,79421.0,2756.0,True,True
1254181056.0,1254181.056,3.0,13147.0,41194380909.0,41194380.909,101.0,414516.0,41159.0,859.0,14547.0,820.0,True,True
1517563917.0,1517563.917,3.0,15781.0,41413931040.0,41413931.04,101.0,416711.0,24020.0,3493.0,64678.0,3015.0,True,True
1531714671.0,1531714.671,3.0,15922.0,41766083739.0,41766083.739,102.0,420233.0,74774.0,3634.0,17377.0,2441.0,True,True
1865070891.0,1865070.891,4.0,19256.0,41982216939.0,41982216.939,103.0,422394.0,30994.0,2872.0,50577.0,506.0,True,True
2003775594.0,2003775.594,5.0,20643.0,42164115510.0,42164115.51,103.0,424213.0,35697.0,163.0,49148.0,2325.0,True,True
2231430966.0,2231430.966,5.0,22919.0,42196844298.0,42196844.298,103.0,424540.0,91069.0,2439.0,77936.0,2652.0,True,True
2338182104.0,2338182.104,5.0,23987.0,42304067112.0,42304067.112,103.0,425613.0,42207.0,3507.0,750.0,3725.0,True,True
2573429531.0,2573429.531,6.0,26339.0,42605114346.0,42605114.346,104.0,428623.0,89634.0,1763.0,47984.0,2639.0,True,True
2663714422.0,2663714.422,6.0,27242.0,42860600352.0,42860600.352,105.0,431178.0,74525.0,2666.0,33990.0,1098.0,True,True
3046718196.0,3046718.196,7.0,31072.0,43224828590.0,43224828.59,106.0,434820.0,78299.0,2400.0,62228.0,644.0,True,True
3326866413.0,3326866.413,8.0,33874.0,43332662627.0,43332662.627,106.0,435898.0,26516.0,1106.0,96265.0,1722.0,True,True
3585946585.0,3585946.585,8.0,36465.0,43556449248.0,43556449.248,106.0,438136.0,6688.0,3697.0,82886.0,3960.0,True,True
3673487102.0,3673487.102,9.0,37340.0,43791940759.0,43791940.759,107.0,440491.0,47205.0,476.0,74397.0,2219.0,True,True
3884722723.0,3884722.723,9.0,39452.0,43844490721.0,43844490.721,107.0,441017.0,82826.0,2588.0,24359.0,2745.0,True,True
4162779713.0,4162779.713,10.0,42233.0,44023404316.0,44023404.316,108.0,442806.0,39816.0,1273.0,37954.0,438.0,True,True
4307082587.0,4307082.587,10.0,43676.0,44228399728.0,44228399.728,108.0,444856.0,42690.0,2716.0,33366.0,2488.0,True,True
4663473949.0,4663473.949,11.0,47240.0,44535399999.0,44535399.999,109.0,447926.0,34052.0,2184.0,33637.0,1462.0,True,True
4808275453.0,4808275.453,11.0,48688.0,44542622172.0,44542622.172,109.0,447998.0,35556.0,3632.0,55810.0,1534.0,True,True
4936847949.0,4936847.949,12.0,49974.0,44872247398.0,44872247.398,110.0,451294.0,8052.0,822.0,81036.0,734.0,True,True
5009486211.0,5009486.211,12.0,50700.0,45274101703.0,45274101.703,111.0,455313.0,46314.0,1548.0,35341.0,657.0,True,True
5373275606.0,5373275.606,13.0,54338.0,45412724417.0,45412724.417,111.0,456699.0,35709.0,1090.0,58055.0,2043.0,True,True
5454797095.0,5454797.095,13.0,55153.0,45800530596.0,45800530.596,112.0,460577.0,57198.0,1905.0,64234.0,1825.0,True,True
5833064281.0,5833064.281,14.0,58936.0,45966868813.0,45966868.813,112.0,462241.0,24384.0,1592.0,2451.0,3489.0,True,True
6228718682.0,6228718.682,15.0,62892.0,46214766858.0,46214766.858,113.0,464720.0,78785.0,1452.0,496.0,1872.0,True,True
6491673663.0,6491673.663,15.0,65522.0,46610881315.0,46610881.315,114.0,468681.0,33766.0,4082.0,14953.0,1737.0,True,True
6621223230.0,6621223.23,16.0,66817.0,46963108736.0,46963108.736,115.0,472203.0,83333.0,1281.0,42374.0,1163.0,True,True
6912417924.0,6912417.924,17.0,69729.0,47157793765.0,47157793.765,115.0,474150.0,78027.0,97.0,27403.0,3110.0,True,True
7076079445.0,7076079.445,17.0,71366.0,47385659895.0,47385659.895,116.0,476428.0,39548.0,1734.0,93533.0,1292.0,True,True
7086527482.0,7086527.482,17.0,71470.0,47754049138.0,47754049.138,117.0,480112.0,87585.0,1838.0,82776.0,880.0,True,True
7475797630.0,7475797.63,18.0,75363.0,47976617440.0,47976617.44,117.0,482338.0,57733.0,1635.0,51078.0,3106.0,True,True
7507028641.0,7507028.641,18.0,75675.0,48250210932.0,48250210.932,118.0,485074.0,88744.0,1947.0,44570.0,1746.0,True,True
7784491135.0,7784491.135,19.0,78450.0,48359152230.0,48359152.23,118.0,486163.0,51238.0,626.0,85868.0,2835.0,True,True
7883792171.0,7883792.171,19.0,79443.0,48663443407.0,48663443.407,119.0,489206.0,52274.0,1619.0,77045.0,1782.0,True,True
8169184565.0,8169184.565,20.0,82297.0,48884848388.0,48884848.388,119.0,491420.0,44668.0,377.0,82026.0,3996.0,True,True
8433725611.0,8433725.611,20.0,84942.0,48974006180.0,48974006.18,120.0,492312.0,85714.0,3022.0,39818.0,792.0,True,True
8557754228.0,8557754.228,21.0,86183.0,49030731313.0,49030731.313,120.0,492879.0,14331.0,167.0,64951.0,1359.0,True,True
8574743698.0,8574743.698,21.0,86353.0,49360463080.0,49360463.08,121.0,496176.0,3801.0,337.0,96718.0,560.0,True,True
8597849656.0,8597849.656,21.0,86584.0,49481356314.0,49481356.314,121.0,497385.0,9759.0,568.0,89952.0,1769.0,True,True
8600813903.0,8600813.903,21.0,86613.0,49514619983.0,49514619.983,121.0,497718.0,74006.0,597.0,53621.0,2102.0,True,True
8669512420.0,8669512.42,21.0,87300.0,49880713587.0,49880713.587,122.0,501379.0,72523.0,1284.0,47225.0,1667.0,True,True
8772457895.0,8772457.895,21.0,88330.0,49940636465.0,49940636.465,122.0,501978.0,17998.0,2314.0,70103.0,2266.0,True,True
9099187151.0,9099187.151,22.0,91597.0,50325633062.0,50325633.062,123.0,505828.0,47254.0,1485.0,66700.0,2020.0,True,True
9300532611.0,9300532.611,22.0,93610.0,50376324142.0,50376324.142,123.0,506335.0,92714.0,3498.0,57780.0,2527.0,True,True
9404186717.0,9404186.717,23.0,94647.0,50412236485.0,50412236.485,123.0,506694.0,46820.0,439.0,70123.0,2886.0,True,True
9615746964.0,9615746.964,23.0,96763.0,50590181310.0,50590181.31,124.0,508474.0,7067.0,2555.0,14948.0,570.0,True,True
9735350030.0,9735350.03,23.0,97959.0,50694403048.0,50694403.048,124.0,509516.0,10133.0,3751.0,36686.0,1612.0,True,True
10076940779.0,10076940.779,24.0,101375.0,50862110483.0,50862110.483,124.0,511193.0,882.0,3071.0,44121.0,3289.0,True,True
10171192991.0,10171192.991,24.0,102317.0,50977483823.0,50977483.823,125.0,512347.0,53094.0,4013.0,17461.0,347.0,True,True
10258913630.0,10258913.63,25.0,103194.0,51224742197.0,51224742.197,125.0,514819.0,73733.0,794.0,75835.0,2819.0,True,True
10578207851.0,10578207.851,25.0,106387.0,51290013074.0,51290013.074,125.0,515472.0,67954.0,3987.0,46712.0,3472.0,True,True
10583430150.0,10583430.15,25.0,106439.0,51511839997.0,51511839.997,126.0,517690.0,90253.0,4039.0,73635.0,1594.0,True,True
10638244452.0,10638244.452,26.0,106988.0,51535610258.0,51535610.258,126.0,517928.0,4555.0,492.0,43896.0,1832.0,True,True
10935893915.0,10935893.915,26.0,109964.0,51780598207.0,51780598.207,127.0,520378.0,54018.0,3468.0,31845.0,186.0,True,True
10964666516.0,10964666.516,26.0,110252.0,52002480773.0,52002480.773,127.0,522597.0,26619.0,3756.0,14411.0,2405.0,True,True
11051865559.0,11051865.559,27.0,111124.0,52050883739.0,52050883.739,127.0,523081.0,25662.0,532.0,17377.0,2889.0,True,True
11248964617.0,11248964.617,27.0,113095.0,52346274830.0,52346274.83,128.0,526035.0,24720.0,2503.0,8468.0,1747.0,True,True
11606739750.0,11606739.75,28.0,116672.0,52604433560.0,52604433.56,129.0,528616.0,99853.0,1984.0,67198.0,232.0,True,True
12005514713.0,12005514.713,29.0,120660.0,52701736956.0,52701736.956,129.0,529589.0,74816.0,1876.0,70594.0,1205.0,True,True
12078567532.0,12078567.532,29.0,121391.0,52760606677.0,52760606.677,129.0,530178.0,27635.0,2607.0,40315.0,1794.0,True,True
12224912014.0,12224912.014,29.0,122854.0,52830591082.0,52830591.082,129.0,530878.0,72117.0,4070.0,24720.0,2494.0,True,True
12423930371.0,12423930.371,30.0,124844.0,53136404614.0,53136404.614,130.0,533936.0,90474.0,1964.0,38252.0,1456.0,True,True
12776509415.0,12776509.415,31.0,128370.0,53382250123.0,53382250.123,130.0,536394.0,69518.0,1394.0,83761.0,3914.0,True,True
13038725363.0,13038725.363,31.0,130992.0,53540078134.0,53540078.134,131.0,537973.0,85466.0,4016.0,11772.0,1397.0,True,True
13092679754.0,13092679.754,32.0,131532.0,53581382208.0,53581382.208,131.0,538386.0,39857.0,460.0,15846.0,1810.0,True,True
13147550905.0,13147550.905,32.0,132081.0,53694360966.0,53694360.966,131.0,539515.0,11008.0,1009.0,94604.0,2939.0,True,True
13332166903.0,13332166.903,32.0,133927.0,54072811237.0,54072811.237,132.0,543300.0,27006.0,2855.0,44875.0,2628.0,True,True
13546471381.0,13546471.381,33.0,136070.0,54365088483.0,54365088.483,133.0,546223.0,31484.0,902.0,22121.0,1455.0,True,True
