t_stop1_ps,t_stop1_ns,ovf_stop1,refno_unwrapped_stop1,t_stop4_ps,t_stop4_ns,ovf_stop4,refno_unwrapped_stop4,STOP1,REFNO1,STOP4,REFNO4,active_stop1,active_stop4
0.0,0.0,0.0,605.0,0.0,0.0,0.0,2572.0,60103.0,605.0,33638.0,2572.0,True,True
179948357.0,179948.357,0.0,2405.0,39023620.0,39023.62,0.0,2962.0,8460.0,2405.0,57258.0,2962.0,True,True
304026390.0,304026.39,0.0,3645.0,290538495.0,290538.495,1.0,5477.0,86493.0,3645.0,72133.0,1381.0,True,True
552514740.0,552514.74,1.0,6130.0,440731537.0,440731.537,1.0,6979.0,74843.0,2034.0,65175.0,2883.0,True,True
660627065.0,660627.065,1.0,7211.0,575547801.0,575547.801,2.0,8327.0,87168.0,3115.0,81439.0,135.0,True,True
705088117.0,705088.117,1.0,7656.0,824970888.0,824970.888,2.0,10822.0,48220.0,3560.0,4526.0,2630.0,True,True
1092532211.0,1092532.211,2.0,11530.0,1201043583.0,1201043.583,3.0,14582.0,92314.0,3338.0,77221.0,2294.0,True,True
1345776104.0,1345776.104,3.0,14063.0,1326315318.0,1326315.318,3.0,15835.0,36207.0,1775.0,48956.0,3547.0,True,True
1746618491.0,1746618.491,4.0,18071.0,1725536238.0,1725536.238,4.0,19827.0,78594.0,1687.0,69876.0,3443.0,True,True
2089495938.0,2089495.938,5.0,21500.0,1879870016.0,1879870.016,5.0,21371.0,56041.0,1020.0,3654.0,891.0,True,True
2252183884.0,2252183.884,5.0,23127.0,2156494240.0,2156494.24,5.0,24137.0,43987.0,2647.0,27878.0,3657.0,True,True
2252604301.0,2252604.301,5.0,23131.0,2383513602.0,2383513.602,6.0,26407.0,64404.0,2651.0,47240.0,1831.0,True,True
2253345574.0,2253345.574,5.0,23139.0,2593090218.0,2593090.218,6.0,28503.0,5677.0,2659.0,23856.0,3927.0,True,True
2253473918.0,2253473.918,5.0,23140.0,2763350790.0,2763350.79,7.0,30205.0,34021.0,2660.0,84428.0,1533.0,True,True
2253552503.0,2253552.503,5.0,23141.0,2835538347.0,2835538.347,7.0,30927.0,12606.0,2661.0,71985.0,2255.0,True,True
2413922492.0,2413922.492,6.0,24744.0,2996682847.0,2996682.847,7.0,32539.0,82595.0,168.0,16485.0,3867.0,True,True
2801670783.0,2801670.783,6.0,28622.0,3347753744.0,3347753.744,8.0,36049.0,30886.0,4046.0,87382.0,3281.0,True,True
3086407848.0,3086407.848,7.0,31469.0,3567209499.0,3567209.499,9.0,38244.0,67951.0,2797.0,43137.0,1380.0,True,True
3204112368.0,3204112.368,7.0,32646.0,3663490846.0,3663490.846,9.0,39207.0,72471.0,3974.0,24484.0,2343.0,True,True
3382908724.0,3382908.724,8.0,34434.0,4021144781.0,4021144.781,10.0,42783.0,68827.0,1666.0,78419.0,1823.0,True,True
3399864955.0,3399864.955,8.0,34604.0,4128788290.0,4128788.29,10.0,43860.0,25058.0,1836.0,21928.0,2900.0,True,True
3681039681.0,3681039.681,9.0,37415.0,4531290914.0,4531290.914,11.0,47885.0,99784.0,551.0,24552.0,2829.0,True,True
3756322303.0,3756322.303,9.0,38168.0,4812880948.0,4812880.948,12.0,50701.0,82406.0,1304.0,14586.0,1549.0,True,True
4013847844.0,4013847.844,9.0,40744.0,5072220104.0,5072220.104,13.0,53294.0,7947.0,3880.0,53742.0,46.0,True,True
4128286562.0,4128286.562,10.0,41888.0,5268518235.0,5268518.235,13.0,55257.0,46665.0,928.0,51873.0,2009.0,True,True
4325803668.0,4325803.668,10.0,43863.0,5269090780.0,5269090.78,13.0,55263.0,63771.0,2903.0,24418.0,2015.0,True,True
4537004534.0,4537004.534,11.0,45975.0,5426790941.0,5426790.941,13.0,56840.0,64637.0,919.0,24579.0,3592.0,True,True
4569196146.0,4569196.146,11.0,46297.0,5792454711.0,5792454.711,14.0,60496.0,56249.0,1241.0,88349.0,3152.0,True,True
4823523356.0,4823523.356,11.0,48840.0,6076672884.0,6076672.884,15.0,63339.0,83459.0,3784.0,6522.0,1899.0,True,True
5191993727.0,5191993.727,12.0,52525.0,6123999324.0,6123999.324,15.0,63812.0,53830.0,3373.0,32962.0,2372.0,True,True
5226926833.0,5226926.833,12.0,52874.0,6335853891.0,6335853.891,16.0,65930.0,86936.0,3722.0,87529.0,394.0,True,True
5524803854.0,5524803.854,13.0,55853.0,6583375460.0,6583375.46,16.0,68406.0,63957.0,2605.0,9098.0,2870.0,True,True
5548832530.0,5548832.53,13.0,56093.0,6626706037.0,6626706.037,16.0,68839.0,92633.0,2845.0,39675.0,3303.0,True,True
5832006365.0,5832006.365,14.0,58925.0,6855986957.0,6855986.957,17.0,71132.0,66468.0,1581.0,20595.0,1500.0,True,True
6225620960.0,6225620.96,15.0,62861.0,7212772618.0,7212772.618,18.0,74700.0,81063.0,1421.0,6256.0,972.0,True,True
6495402589.0,6495402.589,16.0,65559.0,7580515179.0,7580515.179,19.0,78377.0,62692.0,23.0,48817.0,553.0,True,True
6656402723.0,6656402.723,16.0,67169.0,7757908093.0,7757908.093,19.0,80151.0,62826.0,1633.0,41731.0,2327.0,True,True
7044249555.0,7044249.555,17.0,71048.0,7824275847.0,7824275.847,19.0,80815.0,9658.0,1416.0,9485.0,2991.0,True,True
7052484541.0,7052484.541,17.0,71130.0,7988594698.0,7988594.698,20.0,82458.0,44644.0,1498.0,28336.0,538.0,True,True
7078976254.0,7078976.254,17.0,71395.0,8295712890.0,8295712.89,20.0,85529.0,36357.0,1763.0,46528.0,3609.0,True,True
7338794820.0,7338794.82,18.0,73993.0,8337488208.0,8337488.208,20.0,85947.0,54923.0,265.0,21846.0,4027.0,True,True
7497543639.0,7497543.639,18.0,75581.0,8611254571.0,8611254.571,21.0,88684.0,3742.0,1853.0,88209.0,2668.0,True,True
7540823744.0,7540823.744,18.0,76013.0,8643868314.0,8643868.314,21.0,89011.0,83847.0,2285.0,1952.0,2995.0,True,True
7541026432.0,7541026.432,18.0,76015.0,8708255556.0,8708255.556,21.0,89654.0,86535.0,2287.0,89194.0,3638.0,True,True
7616183287.0,7616183.287,18.0,76767.0,8952906236.0,8952906.236,22.0,92101.0,43390.0,3039.0,39874.0,1989.0,True,True
7811662436.0,7811662.436,19.0,78722.0,9264018152.0,9264018.152,23.0,95212.0,22539.0,898.0,51790.0,1004.0,True,True
7829792786.0,7829792.786,19.0,78903.0,9662648296.0,9662648.296,24.0,99198.0,52889.0,1079.0,81934.0,894.0,True,True
7967412679.0,7967412.679,19.0,80279.0,9997408320.0,9997408.32,25.0,102546.0,72782.0,2455.0,41958.0,146.0,True,True
7979675675.0,7979675.675,19.0,80402.0,10119490585.0,10119490.585,25.0,103767.0,35778.0,2578.0,24223.0,1367.0,True,True
8314801406.0,8314801.406,20.0,83753.0,10216196941.0,10216196.941,25.0,104734.0,61509.0,1833.0,30579.0,2334.0,True,True
8476127642.0,8476127.642,20.0,85366.0,10532447696.0,10532447.696,26.0,107896.0,87745.0,3446.0,81334.0,1400.0,True,True
8868175449.0,8868175.449,21.0,89287.0,10879358895.0,10879358.895,27.0,111365.0,35552.0,3271.0,92533.0,773.0,True,True
8996307615.0,8996307.615,22.0,90568.0,11021638479.0,11021638.479,27.0,112788.0,67718.0,456.0,72117.0,2196.0,True,True
9033419540.0,9033419.54,22.0,90939.0,11173606528.0,11173606.528,27.0,114308.0,79643.0,827.0,40166.0,3716.0,True,True
9343916593.0,9343916.593,22.0,94044.0,11355620399.0,11355620.399,28.0,116128.0,76696.0,3932.0,54037.0,1440.0,True,True
9681356385.0,9681356.385,23.0,97419.0,11648684646.0,11648684.646,29.0,119059.0,16488.0,3211.0,18284.0,275.0,True,True
9806086512.0,9806086.512,24.0,98666.0,11674137480.0,11674137.48,29.0,119313.0,46615.0,362.0,71118.0,529.0,True,True
9918373569.0,9918373.569,24.0,99789.0,11938822395.0,11938822.395,29.0,121960.0,33672.0,1485.0,56033.0,3176.0,True,True
10101275770.0,10101275.77,24.0,101618.0,12343593854.0,12343593.854,30.0,126008.0,35873.0,3314.0,27492.0,3128.0,True,True
10327287155.0,10327287.155,25.0,103878.0,12351339372.0,12351339.372,30.0,126085.0,47258.0,1478.0,73010.0,3205.0,True,True
10712121069.0,10712121.069,26.0,107726.0,12442001288.0,12442001.288,31.0,126992.0,81172.0,1230.0,34926.0,16.0,True,True
10787955877.0,10787955.877,26.0,108485.0,12811473532.0,12811473.532,31.0,130687.0,15980.0,1989.0,7170.0,3711.0,True,True
11147808519.0,11147808.519,27.0,112083.0,12959290994.0,12959290.994,32.0,132165.0,68622.0,1491.0,24632.0,1093.0,True,True
11487897022.0,11487897.022,28.0,115484.0,12972635476.0,12972635.476,32.0,132298.0,57125.0,796.0,69114.0,1226.0,True,True
11514743956.0,11514743.956,28.0,115753.0,13349117294.0,13349117.294,33.0,136063.0,4059.0,1065.0,50932.0,895.0,True,True
11701421751.0,11701421.751,28.0,117619.0,13702549810.0,13702549.81,34.0,139597.0,81854.0,2931.0,83448.0,333.0,True,True
11785025218.0,11785025.218,28.0,118455.0,13779140709.0,13779140.709,34.0,140363.0,85321.0,3767.0,74347.0,1099.0,True,True
11832059382.0,11832059.382,29.0,118926.0,13812724089.0,13812724.089,34.0,140699.0,19485.0,142.0,57727.0,1435.0,True,True
12208716184.0,12208716.184,29.0,122692.0,13977475806.0,13977475.806,34.0,142347.0,76287.0,3908.0,9444.0,3083.0,True,True
12337805742.0,12337805.742,30.0,123983.0,14182688163.0,14182688.163,35.0,144399.0,65845.0,1103.0,21801.0,1039.0,True,True
12701667029.0,12701667.029,31.0,127622.0,14366148398.0,14366148.398,35.0,146233.0,27132.0,646.0,82036.0,2873.0,True,True
12828053779.0,12828053.779,31.0,128886.0,14634503004.0,14634503.004,36.0,148917.0,13882.0,1910.0,36642.0,1461.0,True,True
13015697627.0,13015697.627,31.0,130762.0,14818680018.0,14818680.018,36.0,150759.0,57730.0,3786.0,13656.0,3303.0,True,True
13333392696.0,13333392.696,32.0,133939.0,15190213581.0,15190213.581,37.0,154474.0,52799.0,2867.0,47219.0,2922.0,True,True
13440294538.0,13440294.538,32.0,135008.0,15352406213.0,15352406.213,38.0,156096.0,54641.0,3936.0,39851.0,448.0,True,True
13720187467.0,13720187.467,33.0,137807.0,15759861900.0,15759861.9,39.0,160170.0,47570.0,2639.0,95538.0,426.0,True,True
13749951038.0,13749951.038,33.0,138105.0,15962657511.0,15962657.511,39.0,162198.0,11141.0,2937.0,91149.0,2454.0,True,True
13842219203.0,13842219.203,33.0,139027.0,16081256044.0,16081256.044,39.0,163384.0,79306.0,3859.0,89682.0,3640.0,True,True
14008396330.0,14008396.33,34.0,140689.0,16123995912.0,16123995.912,39.0,163812.0,56433.0,1425.0,29550.0,4068.0,True,True
14133212987.0,14133212.987,34.0,141937.0,16314479206.0,16314479.206,40.0,165717.0,73090.0,2673.0,12844.0,1877.0,True,True
14197212863.0,14197212.863,34.0,142577.0,16454097357.0,16454097.357,40.0,167113.0,72966.0,3313.0,30995.0,3273.0,True,True
14324507978.0,14324507.978,35.0,143850.0,16857256391.0,16857256.391,41.0,171144.0,68081.0,490.0,90029.0,3208.0,True,True
14584044183.0,14584044.183,35.0,146446.0,17266685613.0,17266685.613,42.0,175239.0,4286.0,3086.0,19251.0,3207.0,True,True
14720615059.0,14720615.059,36.0,147811.0,17580472398.0,17580472.398,43.0,178377.0,75162.0,355.0,6036.0,2249.0,True,True
14907224551.0,14907224.551,36.0,149677.0,17957233644.0,17957233.644,44.0,182144.0,84654.0,2221.0,67282.0,1920.0,True,True
15066886163.0,15066886.163,36.0,151274.0,18162478764.0,18162478.764,44.0,184197.0,46266.0,3818.0,12402.0,3973.0,True,True
15226424252.0,15226424.252,37.0,152869.0,18428513075.0,18428513.075,45.0,186857.0,84355.0,1317.0,46713.0,2537.0,True,True
15423125315.0,15423125.315,37.0,154836.0,18571188541.0,18571188.541,45.0,188284.0,85418.0,3284.0,22179.0,3964.0,True,True
15453440182.0,15453440.182,37.0,155140.0,18730192107.0,18730192.107,46.0,189874.0,285.0,3588.0,25745.0,1458.0,True,True
15610608122.0,15610608.122,38.0,156711.0,18982515987.0,18982515.987,46.0,192397.0,68225.0,1063.0,49625.0,3981.0,True,True
15738567923.0,15738567.923,38.0,157991.0,19289593854.0,19289593.854,47.0,195468.0,28026.0,2343.0,27492.0,2956.0,True,True
15908988821.0,15908988.821,38.0,159695.0,19358443133.0,19358443.133,47.0,196156.0,48924.0,4047.0,76771.0,3644.0,True,True
16161778236.0,16161778.236,39.0,162223.0,19465946227.0,19465946.227,48.0,197231.0,38339.0,2479.0,79865.0,623.0,True,True
16411334414.0,16411334.414,40.0,164718.0,19793265756.0,19793265.756,48.0,200504.0,94517.0,878.0,99394.0,3896.0,True,True
16750836695.0,16750836.695,41.0,168113.0,19827483283.0,19827483.283,49.0,200847.0,96798.0,177.0,16921.0,143.0,True,True
17083812635.0,17083812.635,41.0,171443.0,19985338518.0,19985338.518,49.0,202425.0,72738.0,3507.0,72156.0,1721.0,True,True
17124145839.0,17124145.839,41.0,171847.0,20391865095.0,20391865.095,50.0,206490.0,5942.0,3911.0,98733.0,1690.0,True,True
17488924954.0,17488924.954,42.0,175494.0,20398614551.0,20398614.551,50.0,206558.0,85057.0,3462.0,48189.0,1758.0,True,True
17552046020.0,17552046.02,42.0,176126.0,20626095249.0,20626095.249,50.0,208833.0,6123.0,4094.0,28887.0,4033.0,True,True
17915273041.0,17915273.041,43.0,179758.0,20991604333.0,20991604.333,51.0,212488.0,33144.0,3630.0,37971.0,3592.0,True,True
18159927826.0,18159927.826,44.0,182204.0,21345284107.0,21345284.107,52.0,216025.0,87929.0,1980.0,17745.0,3033.0,True,True
18341309057.0,18341309.057,44.0,184018.0,21425630769.0,21425630.769,52.0,216828.0,69160.0,3794.0,64407.0,3836.0,True,True
18474098126.0,18474098.126,45.0,185346.0,21750152181.0,21750152.181,53.0,220073.0,58229.0,1026.0,85819.0,2985.0,True,True
18492651574.0,18492651.574,45.0,185532.0,21855304714.0,21855304.714,53.0,221125.0,11677.0,1212.0,38352.0,4037.0,True,True
18801886882.0,18801886.882,46.0,188624.0,22094886461.0,22094886.461,54.0,223521.0,46985.0,208.0,20099.0,2337.0,True,True
18840353903.0,18840353.903,46.0,189009.0,22428476067.0,22428476.067,55.0,226857.0,14006.0,593.0,9705.0,1577.0,True,True
19144039804.0,19144039.804,46.0,192045.0,22687610203.0,22687610.203,56.0,229448.0,99907.0,3629.0,43841.0,72.0,True,True
19163708789.0,19163708.789,46.0,192242.0,22837171821.0,22837171.821,56.0,230944.0,68892.0,3826.0,5459.0,1568.0,True,True
19521571745.0,19521571.745,47.0,195821.0,23212185344.0,23212185.344,57.0,234694.0,31848.0,3309.0,18982.0,1222.0,True,True
19622101937.0,19622101.937,48.0,196826.0,23556741180.0,23556741.18,58.0,238139.0,62040.0,218.0,74818.0,571.0,True,True
19732238439.0,19732238.439,48.0,197927.0,23869684538.0,23869684.538,58.0,241269.0,98542.0,1319.0,18176.0,3701.0,True,True
54345082.0,54345.082,0.0,1149.0,-184911008.0,-184911.008,0.0,723.0,5185.0,1149.0,22630.0,723.0,True,True
235298483.0,235298.483,0.0,2958.0,48103452.0,48103.452,0.0,3053.0,58586.0,2958.0,37090.0,3053.0,True,True
425958854.0,425958.854,1.0,4865.0,51418448.0,51418.448,0.0,3086.0,18957.0,769.0,52086.0,3086.0,True,True
573996020.0,573996.02,1.0,6345.0,317558901.0,317558.901,1.0,5747.0,56123.0,2249.0,92539.0,1651.0,True,True
108222803.0,108222.803,0.0,1687.0,418766580.0,418766.58,1.0,6760.0,82906.0,1687.0,218.0,2664.0,True,True
495537374.0,495537.374,1.0,5560.0,579279852.0,579279.852,2.0,8365.0,97477.0,1464.0,13490.0,173.0,True,True
562705115.0,562705.115,1.0,6232.0,588145421.0,588145.421,2.0,8453.0,65218.0,2136.0,79059.0,261.0,True,True
824622006.0,824622.006,2.0,8851.0,911160248.0,911160.248,2.0,11683.0,82109.0,659.0,93886.0,3491.0,True,True
941977565.0,941977.565,2.0,10025.0,1218481130.0,1218481.13,3.0,14757.0,37668.0,1833.0,14768.0,2469.0,True,True
980198439.0,980198.439,2.0,10407.0,1347630323.0,1347630.323,3.0,16048.0,58542.0,2215.0,63961.0,3760.0,True,True
1022474790.0,1022474.79,2.0,10830.0,1560233407.0,1560233.407,4.0,18174.0,34893.0,2638.0,67045.0,1790.0,True,True
1202246982.0,1202246.982,3.0,12628.0,1890940937.0,1890940.937,5.0,21481.0,7085.0,340.0,74575.0,1001.0,True,True
1273819903.0,1273819.903,3.0,13343.0,2208487897.0,2208487.897,6.0,24657.0,80006.0,1055.0,21535.0,81.0,True,True
1383990910.0,1383990.91,3.0,14445.0,2220930143.0,2220930.143,6.0,24781.0,51013.0,2157.0,63781.0,205.0,True,True
1539059014.0,1539059.014,3.0,15996.0,2505250546.0,2505250.546,6.0,27624.0,19117.0,3708.0,84184.0,3048.0,True,True
1620785221.0,1620785.221,4.0,16813.0,2898992251.0,2898992.251,7.0,31562.0,45324.0,429.0,25889.0,2890.0,True,True
1843346881.0,1843346.881,4.0,19039.0,3169454520.0,3169454.52,8.0,34266.0,6984.0,2655.0,88158.0,1498.0,True,True
1874470371.0,1874470.371,4.0,19350.0,3506692280.0,3506692.28,9.0,37639.0,30474.0,2966.0,25918.0,775.0,True,True
2211193826.0,2211193.826,5.0,22717.0,3840642604.0,3840642.604,10.0,40978.0,53929.0,2237.0,76242.0,18.0,True,True
2395234766.0,2395234.766,5.0,24557.0,4182878579.0,4182878.579,10.0,44401.0,94869.0,4077.0,12217.0,3441.0,True,True
2406241500.0,2406241.5,6.0,24668.0,4210976701.0,4210976.701,10.0,44682.0,1603.0,92.0,10339.0,3722.0,True,True
2584781371.0,2584781.371,6.0,26453.0,4455299818.0,4455299.818,11.0,47125.0,41474.0,1877.0,33456.0,2069.0,True,True
2610436292.0,2610436.292,6.0,26709.0,4617014654.0,4617014.654,11.0,48742.0,96395.0,2133.0,48292.0,3686.0,True,True
2779168112.0,2779168.112,6.0,28397.0,4718709803.0,4718709.803,12.0,49759.0,28215.0,3821.0,43441.0,607.0,True,True
3033678653.0,3033678.653,7.0,30942.0,4886469752.0,4886469.752,12.0,51437.0,38756.0,2270.0,3390.0,2285.0,True,True
3197534818.0,3197534.818,7.0,32580.0,4921109153.0,4921109.153,12.0,51783.0,94921.0,3908.0,42791.0,2631.0,True,True
3543339705.0,3543339.705,8.0,36038.0,5127427468.0,5127427.468,13.0,53846.0,99808.0,3270.0,61106.0,598.0,True,True
3735721733.0,3735721.733,9.0,37962.0,5380715991.0,5380715.991,13.0,56379.0,81836.0,1098.0,49629.0,3131.0,True,True
4121447460.0,4121447.46,10.0,41820.0,5424170736.0,5424170.736,13.0,56814.0,7563.0,860.0,4374.0,3566.0,True,True
4205786653.0,4205786.653,10.0,42663.0,5535873695.0,5535873.695,14.0,57931.0,46756.0,1703.0,7333.0,587.0,True,True
4609667972.0,4609667.972,11.0,46702.0,5817112043.0,5817112.043,14.0,60743.0,28075.0,1646.0,45681.0,3399.0,True,True
4858897950.0,4858897.95,12.0,49194.0,5934339554.0,5934339.554,15.0,61915.0,58053.0,42.0,73192.0,475.0,True,True
5053359961.0,5053359.961,12.0,51139.0,6021609536.0,6021609.536,15.0,62788.0,20064.0,1987.0,43174.0,1348.0,True,True
5442784011.0,5442784.011,13.0,55033.0,6069104831.0,6069104.831,15.0,63263.0,44114.0,1785.0,38469.0,1823.0,True,True
5543352073.0,5543352.073,13.0,56039.0,6463847035.0,6463847.035,16.0,67210.0,12176.0,2791.0,80673.0,1674.0,True,True
5730168574.0,5730168.574,14.0,57907.0,6703237670.0,6703237.67,16.0,69604.0,28677.0,563.0,71308.0,4068.0,True,True
6075647148.0,6075647.148,14.0,61362.0,6723568543.0,6723568.543,17.0,69808.0,7251.0,4018.0,2181.0,176.0,True,True
6359785760.0,6359785.76,15.0,64203.0,6797480200.0,6797480.2,17.0,70547.0,45863.0,2763.0,13838.0,915.0,True,True
6704955608.0,6704955.608,16.0,67655.0,7163070202.0,7163070.202,18.0,74203.0,15711.0,2119.0,3840.0,475.0,True,True
6991230118.0,6991230.118,17.0,70517.0,7415544547.0,7415544.547,18.0,76727.0,90221.0,885.0,78185.0,2999.0,True,True
7355409681.0,7355409.681,18.0,74159.0,7622151241.0,7622151.241,19.0,78793.0,69784.0,431.0,84879.0,969.0,True,True
7608444413.0,7608444.413,18.0,76690.0,7864670666.0,7864670.666,19.0,81219.0,4516.0,2962.0,4304.0,3395.0,True,True
7649548839.0,7649548.839,18.0,77101.0,8139220832.0,8139220.832,20.0,83964.0,8942.0,3373.0,54470.0,2044.0,True,True
7699263626.0,7699263.626,18.0,77598.0,8164025637.0,8164025.637,20.0,84212.0,23729.0,3870.0,59275.0,2292.0,True,True
7808279983.0,7808279.983,19.0,78688.0,8234694589.0,8234694.589,20.0,84919.0,40086.0,864.0,28227.0,2999.0,True,True
8025086567.0,8025086.567,19.0,80856.0,8360806711.0,8360806.711,21.0,86180.0,46670.0,3032.0,40349.0,164.0,True,True
8085607086.0,8085607.086,19.0,81461.0,8692246720.0,8692246.72,21.0,89494.0,67189.0,3637.0,80358.0,3478.0,True,True
8181210306.0,8181210.306,20.0,82417.0,8988757824.0,8988757.824,22.0,92459.0,70409.0,497.0,91462.0,2347.0,True,True
8386823634.0,8386823.634,20.0,84473.0,9092812848.0,9092812.848,22.0,93500.0,83737.0,2553.0,46486.0,3388.0,True,True
8625081341.0,8625081.341,21.0,86856.0,9441751299.0,9441751.299,23.0,96989.0,41444.0,840.0,84937.0,2781.0,True,True
8852744274.0,8852744.274,21.0,89133.0,9467168418.0,9467168.418,23.0,97244.0,4377.0,3117.0,2056.0,3036.0,True,True
8959851417.0,8959851.417,22.0,90204.0,9809285709.0,9809285.709,24.0,100665.0,11520.0,92.0,19347.0,2361.0,True,True
9358765958.0,9358765.958,22.0,94193.0,10070497265.0,10070497.265,25.0,103277.0,26061.0,4081.0,30903.0,877.0,True,True
9685166582.0,9685166.582,23.0,97457.0,10405927151.0,10405927.151,26.0,106631.0,26685.0,3249.0,60789.0,135.0,True,True
9846865605.0,9846865.605,24.0,99074.0,10474006129.0,10474006.129,26.0,107312.0,25708.0,770.0,39767.0,816.0,True,True
10002938802.0,10002938.802,24.0,100634.0,10713919219.0,10713919.219,26.0,109711.0,98905.0,2330.0,52857.0,3215.0,True,True
10278446338.0,10278446.338,25.0,103390.0,11086508598.0,11086508.598,27.0,113437.0,6441.0,990.0,42236.0,2845.0,True,True
10644732531.0,10644732.531,26.0,107052.0,11485165047.0,11485165.047,28.0,117423.0,92634.0,556.0,98685.0,2735.0,True,True
10704864165.0,10704864.165,26.0,107654.0,11842271995.0,11842271.995,29.0,120995.0,24268.0,1158.0,5633.0,2211.0,True,True
10760525991.0,10760525.991,26.0,108210.0,12082377643.0,12082377.643,30.0,123396.0,86094.0,1714.0,11281.0,516.0,True,True
11114438301.0,11114438.301,27.0,111749.0,12116755011.0,12116755.011,30.0,123739.0,98404.0,1157.0,88649.0,859.0,True,True
11251455341.0,11251455.341,27.0,113120.0,12169983324.0,12169983.324,30.0,124272.0,15444.0,2528.0,16962.0,1392.0,True,True
11438975769.0,11438975.769,28.0,114995.0,12296672349.0,12296672.349,30.0,125539.0,35872.0,307.0,5987.0,2659.0,True,True
11596273571.0,11596273.571,28.0,116568.0,12505633152.0,12505633.152,31.0,127628.0,33674.0,1880.0,66790.0,652.0,True,True
11849722807.0,11849722.807,29.0,119102.0,12652684581.0,12652684.581,31.0,129099.0,82910.0,318.0,18219.0,2123.0,True,True
12210211583.0,12210211.583,29.0,122707.0,12941361021.0,12941361.021,32.0,131985.0,71686.0,3923.0,94659.0,913.0,True,True
12360512054.0,12360512.054,30.0,124210.0,13260667681.0,13260667.681,33.0,135179.0,72157.0,1330.0,1319.0,11.0,True,True
12453903424.0,12453903.424,30.0,125144.0,13567902730.0,13567902.73,33.0,138251.0,63527.0,2264.0,36368.0,3083.0,True,True
12501925780.0,12501925.78,30.0,125624.0,13609779383.0,13609779.383,33.0,138670.0,85883.0,2744.0,13021.0,3502.0,True,True
12705208563.0,12705208.563,31.0,127657.0,13987041342.0,13987041.342,34.0,142442.0,68666.0,681.0,74980.0,3178.0,True,True
12738690817.0,12738690.817,31.0,127992.0,14182406371.0,14182406.371,35.0,144396.0,50920.0,1016.0,40009.0,1036.0,True,True
12947230919.0,12947230.919,31.0,130077.0,14240214462.0,14240214.462,35.0,144974.0,91022.0,3101.0,48100.0,1614.0,True,True
13229381056.0,13229381.056,32.0,132899.0,14473307653.0,14473307.653,35.0,147305.0,41159.0,1827.0,41291.0,3945.0,True,True
13299233335.0,13299233.335,32.0,133597.0,14498000752.0,14498000.752,36.0,147552.0,93438.0,2525.0,34390.0,96.0,True,True
13520415602.0,13520415.602,33.0,135809.0,14812108772.0,14812108.772,36.0,150693.0,75705.0,641.0,42410.0,3237.0,True,True
13822892621.0,13822892.621,33.0,138834.0,15046090189.0,15046090.189,37.0,153033.0,52724.0,3666.0,23827.0,1481.0,True,True
13993525462.0,13993525.462,34.0,140540.0,15344483168.0,15344483.168,38.0,156017.0,85565.0,1276.0,16806.0,369.0,True,True
14001652624.0,14001652.624,34.0,140622.0,15531213795.0,15531213.795,38.0,157884.0,12727.0,1358.0,47433.0,2236.0,True,True
14198308028.0,14198308.028,34.0,142588.0,15725505340.0,15725505.34,39.0,159827.0,68131.0,3324.0,38978.0,83.0,True,True
14384767212.0,14384767.212,35.0,144453.0,15904978176.0,15904978.176,39.0,161622.0,27315.0,1093.0,11814.0,1878.0,True,True
14398883527.0,14398883.527,35.0,144594.0,16173185793.0,16173185.793,40.0,164304.0,43630.0,1234.0,19431.0,464.0,True,True
14586186654.0,14586186.654,35.0,146467.0,16429190900.0,16429190.9,40.0,166864.0,46757.0,3107.0,24538.0,3024.0,True,True
14861297057.0,14861297.057,36.0,149218.0,16464852059.0,16464852.059,40.0,167220.0,57160.0,1762.0,85697.0,3380.0,True,True
15224713150.0,15224713.15,37.0,152852.0,16645656804.0,16645656.804,41.0,169028.0,73253.0,1300.0,90442.0,1092.0,True,True
15275399427.0,15275399.427,37.0,153359.0,16901269933.0,16901269.933,41.0,171585.0,59530.0,1807.0,3571.0,3649.0,True,True
15659756062.0,15659756.062,38.0,157203.0,17180638038.0,17180638.038,42.0,174378.0,16165.0,1555.0,71676.0,2346.0,True,True
15761376997.0,15761376.997,38.0,158219.0,17299935168.0,17299935.168,42.0,175571.0,37100.0,2571.0,68806.0,3539.0,True,True
16015018379.0,16015018.379,39.0,160755.0,17488602052.0,17488602.052,43.0,177458.0,78482.0,1011.0,35690.0,1330.0,True,True
16177523836.0,16177523.836,39.0,162380.0,17652828975.0,17652828.975,43.0,179100.0,83939.0,2636.0,62613.0,2972.0,True,True
16562020314.0,16562020.314,40.0,166225.0,17917371187.0,17917371.187,44.0,181746.0,80417.0,2385.0,4825.0,1522.0,True,True
16679197858.0,16679197.858,40.0,167397.0,18159743492.0,18159743.492,44.0,184169.0,57961.0,3557.0,77130.0,3945.0,True,True
17007954451.0,17007954.451,41.0,170685.0,18544411375.0,18544411.375,45.0,188016.0,14554.0,2749.0,45013.0,3696.0,True,True
17366141452.0,17366141.452,42.0,174267.0,18674756910.0,18674756.91,46.0,189319.0,1555.0,2235.0,90548.0,903.0,True,True
17725696244.0,17725696.244,43.0,177862.0,18808601607.0,18808601.607,46.0,190658.0,56347.0,1734.0,35245.0,2242.0,True,True
18015778507.0,18015778.507,44.0,180763.0,18959267062.0,18959267.062,46.0,192165.0,38610.0,539.0,700.0,3749.0,True,True
